Component Name;Application;Category;Type;Database;LCI-ID;Lambda;R-Value;U-Value;Min Density;Max Density;Functional Unit;Type of Assembly;Material;Waste Category;Landfill;Incineration;Reuse;Recycling;Sorted on Building Site
Board | PUR - aluminium facer (140 mm) | Upon floor slab;Floor finish | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1300;0.024;5.83;;;;sqm;Loose laid;Aluminium facer;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | Resol - glass fibre facer (180 mm) | Upon floor slab;Floor finish | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS477;0.021;8.57;;;;sqm;Loose laid;Resol;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | Resol - glass fibre facer (180 mm) | Upon floor slab;Floor finish | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS477;0.021;8.57;;;;sqm;Loose laid;Glass fibre facer;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Board | Resol (80 mm) | Upon floor slab;Floor finish | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS50;0.021;3.81;;;;sqm;Loose laid;Resol;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | Stone wool (30 mm) | Upon floor slab;Floor finish | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS475;0.036;0.83;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Board | Stone wool (140 mm) | Upon floor slab;Floor finish | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1309;0.036;3.89;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Board | XPS (150 mm) | Upon floor slab;Floor finish | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS45;0.034;4.41;;;;sqm;Loose laid;Extruded polystyrene;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | XPS (190 mm) | Upon floor slab;Floor finish | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS478;0.034;5.59;;;;sqm;Loose laid;Extruded polystyrene;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Foam | PUR (130 mm) | Upon floor slab;Floor finish | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS31;0.028;4.64;;;;sqm;Sprayed (chemically bonded);Polyurethane foam;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Tube insulation | Elastomers (Øi = 15 mm - t = 13 mm);Hot water supply | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS897;;;;;;m;Loose laid;Elastomer;Elastomers;0.9;0.0;0.0;0.1;0.0
Blanket | Cotton fibre (220 mm) | For between timber frame | Friction fitted;Internal wall - loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1702;0.039;5.64;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Flax (220 mm) | For between timber frame | Friction fitted;Internal wall - loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1677;0.038;5.79;;;;sqm;Loose laid;Flax;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Glass wool (220 mm) | For between timber frame | Friction fitted;Internal wall - loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS382;0.036;6.11;;;;sqm;Loose laid;Glass wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Stone wool (100 mm) | For between steel frame | Friction fitted;Internal wall - loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1357;0.036;2.78;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Stone wool (220 mm) | For between timber frame | Friction fitted;Internal wall - loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS383;0.036;6.11;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Board | Cellulose - hemp (100 mm) | For between timber frame | Friction fitted;Internal wall - non-loadbearing | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1271;0.04;2.5;;;;sqm;Loose laid;Cellulose - hemp;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | Cellulose - textile (100 mm) | For between timber frame | Friction fitted;Internal wall - non-loadbearing | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1577;0.04;2.5;;;;sqm;Loose laid;Cellulose - textile;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | Coconut - cork - coconut (10 + 20 + 10 mm) | For between timber frame;Internal wall - non-loadbearing | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1600;0.044;0.91;;;;sqm;Loose laid;Expanded cork - coir;Soft flooring;0.0;0.95;0.0;0.05;0.0
Board | Cork - coconut - cork (10 + 20 + 10 mm) | For between timber frame;Internal wall - non-loadbearing | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1597;0.044;0.91;;;;sqm;Loose laid;Expanded cork - coir;Soft flooring;0.0;0.95;0.0;0.05;0.0
Board | Cork (20 mm) - Coconut (20 mm) | For between timber frame;Internal wall - non-loadbearing | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1594;0.044;0.91;;;;sqm;Loose laid;Expanded cork - coir;Soft flooring;0.0;0.95;0.0;0.05;0.0
Blocks | Hempcrete (600x60x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1140;0.074;0.81;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Hempcrete block;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x60x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1140;0.074;0.81;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Adhesive mortar joints;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x60x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1140;0.074;0.81;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blocks | Hempcrete (600x90x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1141;0.074;1.22;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Hempcrete block;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x90x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1141;0.074;1.22;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Adhesive mortar joints;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x90x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1141;0.074;1.22;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blocks | Hempcrete (600x120x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1142;0.074;1.62;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Hempcrete block;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x120x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1142;0.074;1.62;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Adhesive mortar;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x120x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1142;0.074;1.62;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blocks | Hempcrete (600x150x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1722;0.074;2.03;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Hempcrete block;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x150x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1722;0.074;2.03;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Adhesive mortar;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x150x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1722;0.074;2.03;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blocks | Hempcrete (600x200x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1144;0.074;2.7;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Hempcrete block;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x200x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1144;0.074;2.7;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Adhesive mortar;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x200x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1144;0.074;2.7;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blocks | Hempcrete (600x300x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1145;0.074;4.05;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Hempcrete block;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x300x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1145;0.074;4.05;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Adhesive mortar;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x300x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1145;0.074;4.05;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blanket | Cotton fibre (100 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1699;0.039;2.56;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Flax (100 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1679;0.038;2.63;;;;sqm;Loose laid;Flax;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Glass wool (100 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1333;0.036;2.78;;;;sqm;Loose laid;Glass wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Glass wool (100 mm) | For between timber frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS404;0.036;2.78;;;;sqm;Loose laid;Glass wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Stone wool (100 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1336;0.036;2.78;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Stone wool (100 mm) | For between timber frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS406;0.036;2.78;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Board | Coconut - cork - coconut (10 + 20 + 10 mm);Multiple applications | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1599;0.044;0.91;;;;sqm;Loose laid;Expanded cork - coir;Soft flooring;0.0;0.95;0.0;0.05;0.0
Board | Cork - coconut - cork (10 + 20 + 10 mm);Multiple applications | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1596;0.044;0.91;;;;sqm;Loose laid;Expanded cork - coir;Soft flooring;0.0;0.95;0.0;0.05;0.0
Board | Cork (20 mm) - Coconut (20 mm);Multiple applications | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1593;0.044;0.91;;;;sqm;Loose laid;Expanded cork - coir;Soft flooring;0.0;0.95;0.0;0.05;0.0
Blocks | Hempcrete (600x150x300 mm) | Glued;Multiple applications | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1143;0.074;2.03;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Hempcrete block;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x150x300 mm) | Glued;Multiple applications | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1143;0.074;2.03;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Adhesive mortar;Non-combustible remaining waste;1.0;0.0;0.0;0.0;0.75
Blocks | Hempcrete (600x150x300 mm) | Glued;Multiple applications | Primary part;Insulation;Generic component;Ecoinvent 3.6;WS1143;0.074;2.03;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blanket | Cotton fibre (225 mm) | For between joists and cross beams | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1695;0.039;5.77;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Cotton fibre (100 mm) | For between steel frame | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1698;0.039;2.56;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Cotton fibre (220 mm) | For between timber frame | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1700;0.039;5.64;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Flax (225 mm) | For between joists and cross beams | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1681;0.038;5.92;;;;sqm;Loose laid;Flax;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Flax (100 mm) | For between steel frame | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1678;0.038;2.63;;;;sqm;Loose laid;Flax;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Flax (220 mm) | For between timber frame | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1675;0.038;5.79;;;;sqm;Loose laid;Flax;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Glass wool (220 mm) | For between timber frame | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1433;0.036;6.11;;;;sqm;Loose laid;Glass wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Sheep wool (300 mm) | For between TJI beams | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1453;0.04;7.5;;;;sqm;Loose laid;Sheep wool;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Stone wool (225 mm) | For between joists and cross beams | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1440;0.036;6.25;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Stone wool (100 mm) | For between steel frame | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1466;0.036;2.78;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Stone wool (220 mm) | For between timber frame | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1434;0.036;6.11;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Stone wool (300 mm) | For between TJI beams | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1454;0.036;8.33;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Board | Cellular glass (180 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1443;0.045;4;;;;sqm;Loose laid;Cellular glass;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Board | Cellular glass (200 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1444;0.045;4.44;;;;sqm;Loose laid;Cellular glass;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Board | EPS (150 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1445;0.04;3.75;;;;sqm;Loose laid;Expanded polystyrene;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | Hemp (240 mm) | For between TJI beams | Friction fitted;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1455;0.04;6;;;;sqm;Loose laid;Hemp;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | PUR - aluminium facer (90 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1450;0.024;3.75;;;;sqm;Loose laid;Polyurethane board;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | PUR - aluminium facer (90 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1450;0.024;3.75;;;;sqm;Loose laid;Aluminium facer;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | PUR - aluminium facer (100 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1446;0.024;4.17;;;;sqm;Loose laid;Polyurethane board;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | PUR - aluminium facer (100 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1446;0.024;4.17;;;;sqm;Loose laid;Aluminium facer;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | PUR - aluminium facer (120 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1447;0.024;5;;;;sqm;Loose laid;Polyurethane board;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | PUR - aluminium facer (120 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1447;0.024;5;;;;sqm;Loose laid;Aluminium facer;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | PUR - aluminium facer (130 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1448;0.024;5.42;;;;sqm;Loose laid;Polyurethane board;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | PUR - aluminium facer (130 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1448;0.024;5.42;;;;sqm;Loose laid;Aluminium facer;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | PUR - aluminium facer (140 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1449;0.024;5.83;;;;sqm;Loose laid;Polyurethane board;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | PUR - aluminium facer (140 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1449;0.024;5.83;;;;sqm;Loose laid;Aluminium facer;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | Stone wool (140 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1451;0.036;3.89;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Board | XPS (190 mm);Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1452;0.034;5.59;;;;sqm;Loose laid;Extruded polystyrene;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Flakes | Cellulose (225 mm) | For between joists and cross beams | Blown on site;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1442;0.04;5.62;;;;sqm;Loose laid;Cellulose flakes;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Flakes | Cellulose (240 mm) | For between TJI beams | Blown on site;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1441;0.04;6;;;;sqm;Loose laid;Cellulose flakes;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Flakes | Cotton fibre (225 mm) | For between joists and cross beams | Blown on site;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1709;0.08;2.81;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Flakes | Cotton fibre (240 mm) | For between TJI beams | Blown on site;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1706;0.08;3;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Granules | Recycled cork (225 mm) | For between joists and cross beams | Poured manually;Multiple applications | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1715;0.047;4.79;;;;sqm;Loose laid;Recycled cork granules;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Cotton fibre (100 mm) | For between steel frame | Friction fitted;Party wall | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1712;0.039;2.56;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Flax (100 mm) | For between steel frame | Friction fitted;Party wall | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1680;0.038;2.63;;;;sqm;Loose laid;Flax;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Glass wool (90 mm) | For between timber frame | Friction fitted;Party wall | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS362;0.036;2.5;;;;sqm;Loose laid;Glass wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Stone wool (100 mm) | For between steel frame | Friction fitted;Party wall | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1331;0.036;2.78;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Stone wool (90 mm) | For between timber frame | Friction fitted;Party wall | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS360;0.036;2.5;;;;sqm;Loose laid;Stone wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Board | Cellulose - hemp (90 mm) | For between timber frame | Friction fitted;Party wall | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1273;0.04;2.25;;;;sqm;Loose laid;Cellulose - hemp;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | Cellulose - textile (90 mm) | For between timber frame | Friction fitted;Party wall | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1578;0.04;2.25;;;;sqm;Loose laid;Cellulose - textile;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Board | Cotton fibre (90 mm) | For between timber frame | Friction fitted;Party wall | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS1705;0.039;2.31;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Flakes | Cellulose (90 mm) | For between timber frame | Blown on site;Party wall | Acoustic insulation;Insulation;Generic component;Ecoinvent 3.6;WS363;0.04;2.25;;;;sqm;Loose laid;Cellulose flakes;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Cotton fibre (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1703;0.039;4.36;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Cotton fibre (175 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1704;0.039;4.49;;;;sqm;Loose laid;Cotton fibre;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Flax (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1684;0.038;4.47;;;;sqm;Loose laid;Flax;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Flax (175 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1685;0.038;4.61;;;;sqm;Loose laid;Flax;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Glass wool (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS711;0.036;4.72;;;;sqm;Loose laid;Glass wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Glass wool (100 mm) | For between purlins | Friction fitted | Including extra nailed battens;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1727;0.042;2.38;;;;sqm;Nailed;Glass wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Glass wool (100 mm) | For between purlins | Friction fitted | Including extra nailed battens;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1727;0.042;2.38;;;;sqm;Nailed;Softwood battens;Untreated, uncontaminated wood;0.0;0.25;0.0;0.75;0.4
Blanket | Glass wool (100 mm) | For between purlins | Friction fitted | Including extra nailed battens;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1727;0.042;2.38;;;;sqm;Nailed;Steel nails;Metals;0.05;0.0;0.0;0.95;0.85
Blanket | Glass wool (175 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS702;0.036;4.86;;;;sqm;Loose laid;Glass wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Glass wool (240 mm) | For between TJI beams | Friction fitted;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS1392;0.036;6.67;;;;sqm;Loose laid;Glass wool;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Blanket | Sheep wool (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS714;0.04;4.25;;;;sqm;Loose laid;Sheep wool;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
Blanket | Sheep wool (175 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;Insulation;Generic component;Ecoinvent 3.6;WS707;0.04;4.38;;;;sqm;Loose laid;Sheep wool;Organic insulation materials;0.05;0.95;0.0;0.0;0.0
